date_created,date_updated,language,llm_review_translated,recommend_the_game,count_review_liked,count_review_marked_funny,comment_count,steam_purchase,received_for_free,author_num_games_owned,author_num_reviews,author_playtime_forever,author_playtime_last_two_weeks,author_last_played,llm_sentiment_label,llm_sentiment_score,llm_10_words_summary,tl_dr,llm_keywords,llm_themes,llm_pros,llm_cons,llm_score,llm_feature_requests,language_detected,quote_highlight,llm_toxicity_score,llm_sarcasm_flag,llm_humor_flag,llm_spam_flag,coherence_score,llm_bug_reported_flag,bug_type,llm_bug_report_text,llm_feature_requested_flag,llm_feature_requested_tag,llm_feature_requested_text,playtime_bucket,reviewer_experience_level,llm_NPS,llm_emotion,llm_review_pertinence_flag,review,recommendation_ID,weighted_vote_score,author_ID
2025-10-26,2025-10-26,english,"Going into this game with a couple friends, I unfortunately wound up unimpressed. The core concept could be solid, but the execution unfortunately felt pretty clunky. The game was a bit buggy, with money disappearing and such. One friend fell into a hole and was unable to find any way out before dying via time out. Getting away from enemies is difficult unless you manage to get them stuck on geometry. Compared to similar games, it's harder to get upgrades, more punishing on death and in general (with plenty of instant kill traps), with less variety and replayability, and overall just not as fun. Sorry, but I can't really recommend it.",false,0,0,0,true,false,172,82,53,53,1761450475,negative,0.85,Unimpressed by clunky execution and lack of fun.,"The game has a solid concept but suffers from clunky execution, bugs, and lack of fun compared to similar titles.","[""clunky"", ""buggy"", ""upgrades"", ""punishing"", ""replayability"", ""execution"", ""fun"", ""geometry""]","[""game mechanics"", ""multiplayer experience"", ""difficulty"", ""game design"", ""player frustration""]","[""Core concept could be solid""]","[""Execution felt clunky"", ""Game was buggy with issues like money disappearing"", ""One friend got stuck in a hole and died due to time out"", ""Difficult to escape from enemies unless they get stuck"", ""Harder to get upgrades compared to similar games"", ""More punishing on death with instant kill traps"", ""Less variety and replayability"", ""Overall not as fun""]","{""gameplay"": -0.5, ""controls"": -0.5, ""performance"": -0.5, ""bugs"": -0.7, ""fun"": -0.6, ""replayability"": -0.6, ""difficulty"": -0.4}","[""Improve game stability to reduce bugs"", ""Implement a way to escape from holes or stuck positions"", ""Enhance enemy AI to make evasion easier"", ""Balance upgrade acquisition to make it more accessible"", ""Reduce punishment on death to improve player experience"", ""Increase variety in gameplay elements"", ""Enhance replayability features"", ""Reduce the number of instant kill traps""]",en,"The core concept could be solid, but the execution unfortunately felt pretty clunky.",0,false,false,false,0.85,true,none,Friend fell into a hole and couldn't escape.,true,"[""Bug fixes for disappearing money"", ""Improved player navigation to prevent getting stuck"", ""Easier upgrade acquisition"", ""Reduced punishment on death"", ""Increased variety and replayability"", ""Balanced instant kill traps""]",Addressing the bugs and improving gameplay mechanics could significantly enhance the player experience. Focusing on balance and variety will make the game more enjoyable and engaging.,none,régulier,detractor,disappointment,true,"Going into this game with a couple friends, I unfortunately wound up unimpressed. The core concept could be solid, but the execution unfortunately felt pretty clunky. The game was a bit buggy, with money disappearing and such. One friend fell into a hole and was unable to find any way out before dying via time out. Getting away from enemies is difficult unless you manage to get them stuck on geometry. Compared to similar games, it's harder to get upgrades, more punishing on death and in general (with plenty of instant kill traps), with less variety and replayability, and overall just not as fun. Sorry, but I can't really recommend it.",207605381,0.5,76561198071824170
2025-10-26,2025-10-26,english,"The game still very much feels like a demo. I feel like that's all it really was for coming out on the 23rd. If you're looking for a 'lethal company' type game, I suggest you stick to Lethal or REPO. The concept is there, but it is lacking in delivery.",false,3,0,1,true,false,0,6,54,54,1761450866,negative,0.85,"Game feels like a demo, lacking in delivery.","The game feels unfinished and more like a demo, lacking the quality of similar titles.","[""demo"", ""game"", ""lethal company"", ""concept"", ""delivery""]","[""game quality"", ""user experience"", ""comparison to other games"", ""development"", ""expectations""]","[""The concept of the game is promising.""]","[""The game feels like a demo."", ""It lacks in delivery."", ""Not recommended for fans of 'lethal company' type games.""]","{""gameplay"": -0.5, ""controls"": 0.0, ""performance"": 0.0, ""bugs"": 0.0, ""graphics"": 0.0, ""story"": 0.0, ""value"": -0.5}","[""Improved game delivery and polish"", ""More content to enhance gameplay experience"", ""Features similar to 'lethal company' or REPO""]",en,"The game still very much feels like a demo, lacking in delivery.",0,false,false,false,0.8,false,none,,true,"[""Improved gameplay mechanics"", ""Enhanced graphics and visuals"", ""More engaging content and levels"", ""Better user interface"", ""Increased variety in gameplay""]",Focus on refining gameplay mechanics and enhancing the overall delivery of the game to meet player expectations. Consider adding more engaging content and improving graphics to elevate the experience.,none,régulier,detractor,disappointment,true,"The game still very much feels like a demo. I feel like that's all it really was for coming out on the 23rd. If you're looking for a 'lethal company' esk game. I suggest you stick to lethal or REPO. 
The concept is there, but it is lacking in delivery",207605596,0.5,76561198085999216
2025-10-26,2025-10-26,english,"Had very low expectations, was still disappointed.",false,0,0,0,true,false,0,5,30,30,1761361027,negative,0.85,Disappointed despite low expectations.,"The game failed to meet even my low expectations, resulting in disappointment.","[""low expectations"", ""disappointed"", ""review"", ""Steam""]","[""expectations"", ""disappointment"", ""gaming experience"", ""user feedback"", ""product quality""]",[],"[""Had very low expectations"", ""Was still disappointed""]","{""gameplay"": -1.0, ""controls"": -1.0, ""performance"": -1.0, ""bugs"": -1.0, ""graphics"": -1.0, ""story"": -1.0, ""value"": -1.0}",[],en,"Had very low expectations, was still disappointed.",0,true,false,false,0.8,false,none,,true,"[""Improved user experience"", ""Enhanced performance"", ""Better customer support""]","Focus on enhancing the overall user experience and performance to meet user expectations. Additionally, consider improving customer support to address user concerns more effectively.",none,novice,detractor,disappointment,false,"Had very low expectations, was still disappointed.",207606029,0.5,76561198802930464
2025-10-26,2025-10-26,english,holy fucking shit dude,false,1,0,0,true,false,356,51,28,28,1761452759,neutral,0.5,Intense excitement and surprise expressed in strong language.,The reviewer expresses overwhelming excitement and surprise about the game.,"[""holy"", ""fucking"", ""shit"", ""dude""]","[""excitement"", ""surprise"", ""intensity""]",[],[],"{""gameplay"": 0.0, ""controls"": 0.0, ""performance"": 0.0, ""bugs"": 0.0, ""graphics"": 0.0, ""story"": 0.0, ""sound"": 0.0, ""value"": 0.0}",[],en,holy fucking shit dude,0.7,false,true,false,0.2,false,none,,true,[],Consider implementing a feedback mechanism for users to submit their thoughts and suggestions in a more structured manner.,none,novice,promoter,excitement,false,holy fucking shit dude,207606978,0.5,76561198040978775
2025-10-26,2025-10-26,english,"Don't bother, it was so underwhelming and a waste of time. The chorizo looked yummy though.",false,0,0,0,false,false,0,4,39,39,1761456823,negative,0.85,"Underwhelming experience, only chorizo looked appealing.","The game was disappointing and felt like a waste of time, though the chorizo looked appetizing.","[""underwhelming"", ""waste of time"", ""chorizo"", ""yummy""]","[""disappointment"", ""food quality"", ""time investment"", ""expectations vs reality""]","[""The chorizo looked yummy""]","[""It was underwhelming"", ""It was a waste of time""]","{""gameplay"": -1.0, ""controls"": 0.0, ""performance"": 0.0, ""bugs"": 0.0, ""graphics"": 0.0, ""story"": -1.0, ""sound"": 0.0, ""value"": -1.0}",[],en,"Don't bother, it was so underwhelming and a waste of time.",0.1,true,true,false,0.7,false,none,,true,"[""Improved food quality"", ""Enhanced dining experience"", ""More appealing presentation of dishes""]",Focus on elevating the overall dining experience by improving food quality and presentation to meet customer expectations.,none,novice,detractor,disappointment,false,"Don't bother, it was so underwhelming and a waste of time

The chorizo looked yummy though",207610314,0.5,76561198099663705
2025-10-26,2025-10-26,english,"The difficulty is not balanced properly, specifically when it comes to the multiplayer part of the game. -The upgrade costs increase per purchase, and is only for one person, regardless of the total number of players -The strength upgrade is useless, you cannot pick up the cash till after your hands are empty, so there's a high chance you might misplace the cash you earned or the possibility of an enemy scooping up your hard-earned loot -The AI is hypersensitive and each enemy carries a Glock in their back pocket, their damage range is ridiculous -Way too many blocked paths, and the way to unlock them (by slapping the boards with your shmeat) is too risky to acquire The game itself sounds like a fun concept, but needs a rework and some polishing to work better with multiplayer, but in its current state, not worth it.",false,0,0,0,true,false,293,15,85,85,1761361403,negative,0.85,Multiplayer needs balancing; game concept requires significant rework.,"The game has potential but suffers from unbalanced multiplayer and poor mechanics, making it currently unworthy.","[""difficulty"", ""multiplayer"", ""upgrade costs"", ""strength upgrade"", ""AI"", ""blocked paths"", ""game concept"", ""rework""]","[""game balance"", ""multiplayer experience"", ""game mechanics"", ""AI behavior"", ""game design""]","[""The game has a fun concept.""]","[""Difficulty is not balanced properly, especially in multiplayer."", ""Upgrade costs increase per purchase and apply only to one player."", ""Strength upgrade is ineffective as cash cannot be picked up until hands are empty."", ""High chance of misplacing cash or enemies stealing loot."", ""AI is hypersensitive and enemies have excessive damage."", ""Too many blocked paths and unlocking them is risky.""]","{""gameplay"": -0.5, ""controls"": -0.5, ""performance"": 0.0, ""bugs"": -0.5, ""difficulty"": -0.5, ""AI"": -0.7, ""multiplayer"": -0.6, ""design"": -0.4}","[""Balance multiplayer difficulty"", ""Adjust upgrade costs to account for multiple players"", ""Improve strength upgrade functionality to allow cash pickup without empty hands"", ""Reduce AI sensitivity and adjust enemy damage range"", ""Decrease the number of blocked paths"", ""Make unlocking paths less risky""]",en,"The game itself sounds like a fun concept, but needs a rework and some polishing.",0,false,false,false,0.8,false,none,,true,"[""Balance multiplayer difficulty"", ""Adjust upgrade costs for all players"", ""Revise strength upgrade mechanics"", ""Improve AI sensitivity and damage range"", ""Reduce blocked paths and simplify unlocking mechanics""]","To enhance the multiplayer experience, consider balancing the difficulty and adjusting upgrade mechanics to accommodate all players. Additionally, refining AI behavior and simplifying path unlocking could significantly improve gameplay.",none,régulier,detractor,frustration,true,"The difficulty is not balanced properly, specifically when it comes to the multiplayer part of the game.
 
-The upgrade costs increase per purchase, and is only for one person, regardless of the total number of players
-The strength upgrade is useless, you cannot pick up the cash till after your hands are empty, so there's a high chance you might miss place the cash you earned or the possibility of an enemy scooping up your hard earned loot
-The AI is hyper sensitive and each enemy carries a glock in their back pocket, their damage range is redonculous
-Way too many blocked paths, and the way to unlock them (by slapping the boards with your shmeat) is too risky to acquire

The game itself sounds like a fun concept, but needs a rework and some polishing to work better with multiplayer, but in it's current state, not worth it.",207601270,0.5,76561198236847372
2025-10-26,2025-10-26,spanish,"It's the most boring game I've ever played in my life, I really don't recommend it, I caught all the terminal illnesses 'playing' this 'piece of crap' game.",false,2,0,0,false,false,355,30,9,9,1761458142,negative,0.95,"Extremely boring game, not recommended at all.","The game is described as the most boring ever, with the reviewer strongly advising against playing it.","[""boring"", ""recommend"", ""terminal illnesses"", ""piece of crap"", ""game""]","[""game quality"", ""player experience"", ""disappointment"", ""health impact"", ""recommendation""]",[],"[""Most boring game ever played"", ""Does not recommend it"", ""Caused frustration or negative feelings"", ""Described as a 'piece of crap' game""]","{""gameplay"": -1.0, ""controls"": -1.0, ""performance"": 0.0, ""bugs"": 0.0, ""graphics"": 0.0, ""story"": -1.0, ""sound"": 0.0, ""value"": -1.0}",[],es,"It's the most boring game I've ever played in my life, I really don't recommend it.",0.6,true,false,false,0.7,false,none,,true,"[""More engaging gameplay mechanics"", ""Variety in challenges and objectives"", ""Improved graphics and sound design""]",Consider adding diverse gameplay elements and challenges to enhance player engagement and enjoyment.,none,novice,detractor,disappointment,false,"Es el juego mas aburrido que jugué en mi vida, posta que no lo recomiendo, me agarro todas las enfermedades terminales ""jugando"" este ""juego"" del orto.",207611296,0.5,76561198824870421
2025-10-26,2025-10-26,german,"A small funny game that is easy and quick to understand. It is more fun in a group, so at least two people besides yourself. No bugs found in the short time. It's a recommendation to buy if you want to have fun for an evening.",true,0,0,0,true,false,0,6,30,30,1761395263,positive,0.95,"Fun, quick game best enjoyed with friends.","A small, enjoyable game ideal for groups, recommended for a fun evening.","[""funny"", ""easy"", ""quick"", ""group"", ""recommendation"", ""bugs"", ""buy""]","[""multiplayer experience"", ""gameplay simplicity"", ""entertainment value"", ""social interaction"", ""recommendations""]","[""Small and funny game"", ""Easy and quick to understand"", ""More fun in a group"", ""No bugs found"", ""Recommended for a fun evening""]","[""Best enjoyed with at least two people""]","{""gameplay"": 1.0, ""controls"": 1.0, ""performance"": 1.0, ""bugs"": 1.0, ""multiplayer"": 1.0, ""value"": 1.0}",[],de,"A small funny game that is easy and quick to understand, perfect for a group.",0,false,true,false,0.9,false,none,,true,"[""Multiplayer mode for larger groups"", ""Additional game modes or variations"", ""Customizable character options""]","Consider adding a multiplayer mode to accommodate larger groups and enhance the fun. Additionally, introducing new game modes and character customization could increase replayability.",1–5h,novice,promoter,joy,true,"Kleines Witziges Game ist einfach und schnell zu verstehen.
In der Gruppe macht das Game mehr spaß, also mind noch zu einen selbst 2 Leute.
Keine Bugs in der Kurzen Zeit gefunden.
Is ne Kauf Empfehlung wenn Mann Mal nen Abend spaß haben Möchte",207611972,0.5,76561199494706013
2025-10-26,2025-10-26,english,"PLEASE optimize this game better. I can hardly get over 60 fps which should not be happening. And the cars should not go across the whole map going through every building. Multiple times one car has killed multiple people on my team who were nowhere near the person who was targeted. This game has potential to be fun, but the variety in gameplay needs to be improved, it needs to be optimized, and it needs to be balanced better. There are also many bugs and it's just kind of frustrating overall. The game is fun, but again, just frustrating.",false,0,0,0,false,false,69,8,94,94,1761458917,negative,0.8,Game needs optimization and better gameplay balance.,"The game has potential but suffers from optimization issues, bugs, and gameplay balance problems, leading to frustration.","[""optimize"", ""fps"", ""cars"", ""gameplay"", ""bugs"", ""frustrating"", ""potential"", ""balance""]","[""game performance"", ""game mechanics"", ""game balance"", ""user experience"", ""game potential""]","[""The game has potential to be fun"", ""The game is fun""]","[""Poor optimization leading to low frame rates"", ""Cars can go through buildings and cause unintended deaths"", ""Gameplay variety needs improvement"", ""Game needs better balancing"", ""Presence of many bugs"", ""Overall frustrating experience""]","{""gameplay"": -0.5, ""controls"": 0.0, ""performance"": -0.5, ""bugs"": -0.7, ""optimization"": -0.6, ""balance"": -0.5, ""fun_factor"": 0.0}","[""Optimize game performance to achieve higher fps"", ""Prevent cars from going through buildings"", ""Improve gameplay variety"", ""Balance gameplay better"", ""Fix bugs in the game""]",en,"This game has potential to be fun, but the variety in gameplay needs to be improved.",0,false,false,false,0.8,true,perf,Optimize game for better FPS,true,"[""Game optimization for better FPS"", ""Improved vehicle collision mechanics"", ""Enhanced gameplay variety"", ""Bug fixes and stability improvements"", ""Gameplay balance adjustments""]","Focus on optimizing the game's performance to achieve stable FPS and address vehicle collision issues to enhance gameplay. Additionally, prioritize bug fixes and balance adjustments to improve overall player experience.",none,régulier,detractor,frustration,true,"PLEASE optimize this game better. i can hardly get over 60 fps which should not be happening. and the cars should not go across the whole map going through every building. multiple times one car has killed multiple people on my team who were no where near the person who was targeted. this game has potential to be fun, but the variety in gameplay needs to be improved, it needs to be optimized, and it needs to be balanced better. there are also man bugs and its just kind of frustrating overall. the game is fun, but again, just frustrating",207611591,0.5,76561199068485187
2025-10-26,2025-10-26,spanish,it's like a fat and whore,false,3,0,2,true,false,81,8,9,9,1761458143,negative,0.9,"Negative comparison, lacks positive attributes.","The review expresses a negative sentiment, comparing the game unfavorably.","[""fat"", ""whore"", ""insult"", ""offensive"", ""derogatory""]","[""body image"", ""sexuality"", ""insult culture"", ""social commentary"", ""stigma""]",[],"[""The game is described negatively with derogatory terms.""]","{""gameplay"": -1.0, ""controls"": -1.0, ""performance"": -1.0, ""bugs"": -1.0, ""graphics"": -1.0, ""story"": -1.0, ""sound"": -1.0, ""value"": -1.0}",[],es,it's like a fat and whore,0.9,false,false,true,0.2,false,none,,false,[],The review does not contain any clear feature requests or constructive feedback.,none,novice,detractor,anger,false,"es como soficata
gorda y puta",207611740,0.5,76561199170955164
2025-10-26,2025-10-26,english,"Refunded. Frustrating enemies that can’t be dealt with or avoided, locking you in a boring gameplay loop.",false,1,0,0,true,false,422,19,56,56,1761415827,negative,0.9,Frustrating gameplay loop with unavoidable enemies.,"The game features frustrating enemies that create a boring gameplay loop, leading to a refund.","[""refunded"", ""frustrating"", ""enemies"", ""boring"", ""gameplay loop""]","[""game mechanics"", ""player experience"", ""difficulty"", ""game design"", ""replayability""]",[],"[""Frustrating enemies that can’t be dealt with or avoided"", ""Locks you in a boring gameplay loop""]","{""gameplay"": -1.0, ""controls"": 0.0, ""performance"": 0.0, ""bugs"": 0.0, ""enemies"": -1.0, ""fun"": -1.0}","[""Ability to deal with frustrating enemies"", ""Option to avoid certain enemies"", ""Improved gameplay loop to reduce boredom""]",en,"Frustrating enemies that can’t be dealt with or avoided, locking you in a boring gameplay loop.",0.1,false,false,false,0.8,false,none,,true,"[""Ability to deal with or avoid frustrating enemies"", ""Dynamic gameplay mechanics to break repetitive loops""]","Implement mechanics that allow players to either defeat or evade frustrating enemies, enhancing gameplay variety and reducing monotony.",none,novice,detractor,frustration,true,"Refunded. Frustrating enemies that can’t be dealt with or avoided, locking you in a boring gameplay loop.",207614626,0.5,76561197994317954
2025-10-26,2025-10-26,english,"Is this game perfect? No. The developers need to add more prompts to the game to explain the mechanics. Once you understand the mechanics, it's a pretty fun game. It's only $5. It's for 6 players, and it's enjoyable. The learning curve for the mechanics is a bit steep. The difficulty also ramps up too quickly each day. They should reduce the number of monsters per round if you don't have a full group of 6. Important mechanics that aren't really covered in the tutorial include: dropping a pizza distracts the monsters, hitting the monsters stuns them, and there are power-ups scattered across the map. Additionally, power-ups are too expensive and double per purchase per person (which might be a bug), stunning a monster should last long enough to escape, and the number of monsters that spawn is too high for groups of 4. Also, developers: the basketball is ineffective, replace it with a slingshot that's easier to use/aim. I also couldn't figure out when or why the chorizo disappeared. This is a fun game that needs a few tweaks to become great. It's definitely one of the better ones in this horror style. I'm really excited for the updates for this game because I know it will only improve over time.",true,4,0,0,true,false,0,4,69,69,1761450045,positive,0.75,Fun game needing mechanics explanation and balance adjustments.,The game is enjoyable but requires better mechanics explanations and balance tweaks for a smoother experience.,"[""game mechanics"", ""learning curve"", ""power-ups"", ""difficulty"", ""monsters"", ""tutorial"", ""multiplayer"", ""updates""]","[""game design"", ""player experience"", ""difficulty balance"", ""mechanics explanation"", ""future improvements""]","[""Fun game once you understand the mechanics"", ""Affordable price at $5"", ""Supports up to 6 players"", ""Exciting gameplay"", ""One of the better games in the horror style"", ""Excited for future updates""]","[""Needs more prompts to explain mechanics"", ""Steep learning curve for mechanics"", ""Difficulty ramps up too quickly each day"", ""Too many monsters per round for groups smaller than 6"", ""Important mechanics not covered in the tutorial"", ""Power-ups are too expensive and double per purchase per person"", ""Stunning a monster doesn't last long enough to escape"", ""Ineffective basketball mechanic"", ""Unclear mechanics regarding chorizo disappearance""]","{""gameplay"": 0.5, ""controls"": 0.2, ""performance"": 0.5, ""bugs"": -0.2, ""difficulty"": -0.5, ""tutorial"": -0.5, ""value"": 0.8}","[""Add more prompts to explain game mechanics"", ""Reduce the number of monsters per round for groups smaller than 6"", ""Make important mechanics clearer in the tutorial"", ""Adjust power-up costs to be more reasonable"", ""Ensure stunning a monster lasts long enough to escape"", ""Reduce the number of monsters that spawn for groups of 4"", ""Replace the ineffective basketball with a slingshot that is easier to use/aim"", ""Clarify the mechanics around the disappearance of chorizo""]",en,This is a fun game that needs a few tweaks to become great.,0,false,false,false,0.85,true,none,Power-ups are too expensive and double per purchase.,true,"[""More prompts to explain game mechanics"", ""Reduce monster count for smaller groups"", ""Adjust power-up costs"", ""Increase stun duration for monsters"", ""Replace basketball with a slingshot"", ""Clarify mechanics for disappearing chorizo""]",The game would greatly benefit from clearer tutorials and adjustments to balance gameplay for smaller groups. Implementing these changes could enhance the overall player experience and enjoyment.,none,régulier,passive,excitement,true,"Is this game perfect?  No.  The devs need to add more prompts to the game to explain the mechanics.  Once you understand the mechanics, it's a pretty gun game.  It's only $5.  Its 6 player, and it's fun.  The learning curve for the mechanics is a bit steep.  The difficulty also ramps up too quickly per day.  It should lower the amount of monsters per round if you dont have the full 6 people.  Important mechanics that don't really make it into the tutorial: dropping a pizza distracts the monsters, hitting the monsters stuns them, there are power ups across the map.  Among other things: powerups are too expensive and double per purchase per person (maybe its a bug), stunning a monster should last long enough to get away, the amount of monsters that spawn is too many for groups of 4.  Also devs: the basketball sucks, replace it with a sling shot thats easier to use/aim.  I also couldn't tell when or why the chorizo disappeared.  This is a fun game, that need a few tweaks to make it great.  It's definitely one of the better ones of this horror style.  I'm definitely exited for the updates for this game, because i know it will only get better over time.",207617993,0.5,76561197996693214
2025-10-26,2025-10-26,english,"The concept is incredible, the execution is whatever. After experiencing some of the later levels I realized that the gameplay loop was just not fun. It tries to play off of the Horror/Comedy Coop genre in terms of mechanics and style but the enemies are bland and the player character models just feel like Powerwash Sim fan art. I hope the Devs aren't discouraged, however. This was pretty decently executed and if the team can improve on art direction and gameplay design, I can see them doing very well. My main suggestion is to move away from this Horror/Comedy Coop model for the next title as this one does seem to suffer from saturation and identity issues.",false,2,0,0,false,false,0,7,27,27,1761368984,neutral,0.5,"Great concept, but lacks fun gameplay and unique style.","The game has an incredible concept but suffers from bland gameplay and art, needing improvement for future titles.","[""concept"", ""execution"", ""gameplay loop"", ""Horror/Comedy Coop"", ""enemies"", ""art direction"", ""gameplay design"", ""saturation""]","[""game design"", ""player experience"", ""art and aesthetics"", ""genre challenges"", ""developer potential""]","[""Incredible concept"", ""Decently executed"", ""Potential for improvement in art direction and gameplay design""]","[""Gameplay loop is not fun"", ""Bland enemies"", ""Player character models feel like fan art"", ""Suffers from saturation and identity issues""]","{""gameplay"": -0.5, ""controls"": 0.0, ""performance"": 0.0, ""bugs"": 0.0, ""graphics"": -0.5, ""story"": 0.0, ""sound"": 0.0, ""value"": 0.0}","[""Improve art direction"", ""Enhance gameplay design"", ""Move away from Horror/Comedy Coop model""]",en,The gameplay loop was just not fun and the enemies are bland.,0,false,false,false,0.8,false,none,,true,"[""Improved art direction"", ""Enhanced gameplay design"", ""New gameplay model away from Horror/Comedy Coop""]",Focus on refining the art style and gameplay mechanics to create a more engaging experience. Consider exploring a different genre or gameplay model to avoid saturation and establish a clearer identity.,none,régulier,passive,disappointment,true,"The concept is incredible, the execution is whatever. After experiencing some of the later levels I realized that the gameplay loop was just not fun. It tries to play off of the Horror/Comedy Coop genre in terms of mechanics and style but the enemies are bland and the player character models just feels like Powerwash Sim fan art. I hope the Devs aren't discouraged, however. This was pretty decently executed and if the team can improve on art direction and gameplay design, I can see them doing very well. My main suggestion is to move away from this Horror/Comedy Coop model for the next title as this one does seem to suffer from saturation and identity issues.",207653429,0.5,76561198293505894
2025-10-26,2025-10-26,turkish,"Pizza Delivery is pure chaos! Trying to deliver pizzas while cars, people, and ridiculous physics get in your way is hilarious. It’s super fun and perfect for a good laugh.",true,2,0,0,true,false,3,2,385,385,1761595210,positive,0.95,"Hilarious chaos in pizza delivery game, super fun experience.",Pizza Delivery offers hilarious chaos and fun while navigating obstacles to deliver pizzas.,"[""Pizza Delivery"", ""chaos"", ""hilarious"", ""fun"", ""ridiculous physics""]","[""Gameplay Experience"", ""Humor"", ""Challenge"", ""Entertainment"", ""Physics-based Mechanics""]","[""Pure chaos and hilarity"", ""Fun gameplay"", ""Perfect for a good laugh""]",[],"{""gameplay"": 1.0, ""controls"": 0.0, ""performance"": 0.0, ""bugs"": 0.0, ""graphics"": 0.0, ""sound"": 0.0, ""story"": 0.0}",[],en,Pizza Delivery is pure chaos! It's super fun and perfect for a good laugh.,0,false,true,false,1,false,none,,true,"[""Improved traffic AI for more realistic delivery challenges"", ""Multiplayer mode for competitive pizza delivery"", ""Customizable delivery vehicles"", ""Power-ups to navigate chaos more effectively""]","Consider adding a multiplayer mode to enhance competition and fun, along with customizable delivery vehicles to allow players to personalize their experience.",none,novice,promoter,joy,true,"Pizza Delivery is pure chaos! Trying to deliver pizzas while cars, people, and ridiculous physics get in your way is hilarious. It’s super fun and perfect for a good laugh.",207665808,0.5,76561198787189785
